name,cleaned_text,primary_genre,gross_revenue_est_usd,recommendations,is_success
Ink of Fate,adéntrate en el cautivador mundo de quotink of fatequot y ayuda a helena a reescribir su destino en este intrigante videojuego de puzle y aventura narrativa en 3d te sumergirás en los misterios de los libros donde la protagonista helena se encuentra atrapada en una historia escrita por un autor misteriosoayuda a helena a reescribir su historiadescubre la conmovedora historia de helena que con fuerza de voluntad y un deseo ardiente de superación busca salir victoriosa de los conflictos que le impone su propio autor acompáñala en su travesía para cambiar un destino predeterminado explorando el poder de la tinta y desafiando las limitaciones impuestas por las palabras escritasestilo artístico únicoel arte en quotink of fatequot está estilizado y cuidadosamente diseñado para emular la textura del papel creando una experiencia visual única y envolvente exploración en 3d y girar la cámara en 360embárcate en una emocionante odisea a través de escenarios cuadriculados donde la libertad de exploración se combina con la capacidad de girar la cámara en 360 revelando secretos ocultos en cada rincónniveles y coleccionablesreúne páginas de libro esenciales para completar cada nivel desbloqueando nuevos capítulos de la historia descubre niveles ocultos llenos de secretos y coleccionables raros que añaden profundidad a tu experiencia de juego desafiando incluso a los jugadores más intrépidosnovedosos puzlesexplora atractivos desafíos mientras resuelves acertijos intrigantes y descubres sorpresas inesperadas estos rompecabezas te invitan a disfrutar de un pensamiento estratégico proporcionando una experiencia emocionante y divertida en tu travesíamecánica de tintaexplora la fascinante mecánica de la tinta una característica central que impulsa tu progreso en quotink of fatequot utiliza la tinta de manera astuta para resolver rompecabezas abrir puertas secretas y descubrir rincones ocultos del mundo de los librosenfrenta a enemigos poderososenfréntate a criaturas de tinta y derrota a jefes colosales mientras te abres paso a través de la historia desarrolla estrategias únicas para vencer a tus adversarios y descubre la verdad que se esconde detrás de tu destinobanda sonora envolventesumérgete aún más en la experiencia con una cautivadora banda sonora que acompaña cada paso de tu viaje intensificando la emoción y la inmersión en este mundo de maravillasdescubre tu destino y desata el poder de la tinta en quotink of fatequot estás listo para reescribir la historia explora el mundo de los libros descubre sus secretos y recolecta cada página en ink of fate un juego narrativo de puzles en 3d en el cual ayudarás a helena una media elfa que emprende un viaje para reescribir su destino y así evitar el trágico final que le ha impuesto su autor,Aventura,0.0,0,0
The Rise of the Golden Idol,hola de nuevo detective el ídolo se perdió pero no se olvidó en esta continuación del galardonado juego de detectives the case of the golden idol eres un observador que debe investigar 20 extraños casos de crimen muerte y depravación todos conectados de algún modo usa tus habilidades de detective para darle sentido a un gran misterio que ocurre en una era de alucinógenos discotecas máquinas de fax y parapsicología200 años más tarde el ídolo se alzadoscientos años después del indescriptible destino de la familia cloudsley la leyenda del ídolo vive solo en susurros y mitos pero algunos están decididos a que esto cambie  descubre las fuerzas misteriosas que conectan a un tenaz cazador de tesoros un equipo de científicos unos miembros de una secta en busca de la iluminación y unos empresarios especuladores atraídos por el artefacto omnipotente    característicasdirige tu propia investigaciónthe rise of the golden idol es un nuevo tipo de juego de detectives en el que exploras libremente cada escena del crimen a tu propio ritmo mientras usas la lógica para crear tus propias teorías haz clic para recopilar pistas y analizar cada descubrimiento para determinar qué sucedió por qué y quién fue el responsableun elenco de lo más peculiarprisioneros condenados líderes de sectas new age mandos intermedios de grandes empresas y muchos más personajes tendrán un papel que desempeñar en un misterio de fondo mucho más amplio y cada uno actuará según sus propios motivos registra bien cada escena en busca de detalles clave para ponerles nombre a los rostros y deducir sus motivosun nuevo enfoque en la resolución de crímenesla interfaz rediseñada te permite recopilar rápidamente términos clave a partir de observaciones y testimonios de los testigos lo que amplía enormemente la profundidad y variedad de cada escenario al final de cada capítulo un nuevo tipo de rompecabezas te permitirá revisar deducciones anteriores recapitular los eventos de estos casos interconectados e investigar los hilos que los unifican la galardonada saga de detectives vuelve en una secuela de the case of the golden idol descubre la verdad tras 20 extraños casos de crimen muerte y depravación en la década de los 70 el mundo ha cambiado drásticamente pero los pecados de la humanidad no,Aventura,1498380.0,3390,1
Orphans,sumérgete en este envolvente juego asumiendo el papel de victoria una niña que queda huérfana tras un trágico accidente marítimo atrapada en los enigmáticos confines de una ciudad misteriosa en un lugar repleto de trampas y peligros victoria debe confiar en su destreza para avanzarpero victoria no estará sola en este viaje se une a otros niños huérfanos encerrados inexplicablemente con propósitos siniestros la misión de victoria implica localizar y liberar a estos niños cada uno con habilidades únicas y cruciales para superar los desafíos que le esperanpero los peligros van más allá de las trampas y los acertijos victoria es perseguida por criaturas humanoides cuyo único deseo es devorarla para detener a estas criaturas debe utilizar ingeniosamente el entorno para crear distracciones con su tirachinas facilitando su escapeúnete a los huérfanos en su viaje para escapar de la ciudad de los animales en este mundo la supervivencia es una tarea colectiva y nadie puede enfrentarla solo si te gustan los videojuegos sobre mundos distópicos no te pierdas esta emocionante fusión de aventura sigilo y puzles que te sumerge en una experiencia inolvidable acompaña a victoria en su viaje por una ciudad distópica donde los instintos más salvajes acechan en cada esquina,Aventura,0.0,0,0
Cosmic Horror Tales: Roots Below,en este rpg de acción de topdown asumirás el papel de henry un granjero que sale de casa por la noche para salvar a una de sus preciadas gallinas perdidas adentrándote cada vez más en una historia llena de horrores indescriptiblesdepende de ti guiar correctamente a henry para salvar a su gallina evitando caer en la locura mientras lo intenta controla el encendido y apagado de tu linterna para prevenir peligros y encontrar pistas administra tus recursos la salud física y mental de tu personaje estará en constante riesgo sumérgete en arcton un poblado minero de mediados del siglo xix resuelve acertijos mientras descubres la historia del poblado escrito dibujado y codeado por moss tower la banda sonora es de arin eakins un rpg de acción topdown acerca de un granjero que busca a su gallina a orillas de un pueblo lleno de horres más allá de la comprensión humana,Acción,0.0,0,0
Haunted Paws,be part of our communityacerca del juegoinvita a un amigo a unirse gratis y trabajad juntos para descubrir misterios explorar entornos espeluznantes y huir de criaturas malignasel juego es una mezcla de interacciones tiernas y espeluznantes lleno de misterios cautivadores forma equipo con tu compañero de coop y embarcaos en una aventura que es tanto inquietante como emotiva llena de momentos emocionales sumérgete en este viaje espeluznante pero acogedor junto a tu amigojugarás como cachorros y podrás cavar olfatear ladrar y otras divertidas cosas de cachorroselige tu raza de perro favorita e involúcrate en el mundo de los cachorros disfruta de la vida juguetona de un cachorro con amigosel mejor amigo humano de nuestros pequeños cachorros ha sido secuestrado por criaturas malignas y encerrado en una mansión encantada para liberarlo tendrás que enfrentarte a diversos horroresen haunted paws cada criatura siniestra oculta un oscuro pasado derrotalas para descubrir sus secretos y liberarlascrea un personaje de juego que se parezca a tu perro real elige de una amplia selección de razas personaliza el color del pelaje y añade detalles únicos que capturan la esencia de tu mascota luego viste a tu perro con varios accesorios divertidos para mejorar su aspecto una vez que tu personaje esté listo lánzate a una aventura emocionante como tu propio cachorro haunted paws es un juego de terror cooperativo y acogedor donde jugarás como dos cachorros intentando rescatar a su amigo humano en una mansión embrujada crea tu cachorro explora entornos espeluznantes y derrota a criaturas malignas en una aventura llena de acción,Aventura,0.0,0,0
Gallery of Shadows - Lycans Returns,lycans returns es el primer juego del universo de gallery of shadows un universo de fantasía oscura basado en monstruos clásicos y otros seres fantásticosen el juego tomas el papel de un quotlycanquot un hombre lobo el cual viene de la isla lycan con la misión recuperar quotlas tierras del surquot los cuales fueron territorios que su especie dominaba siglos atrás y que ahora está bajo el control de los humanostu misión es recuperar las 4 zonas invadidas por los humanos quotla granja  altonian fortoria y pomanquot  cazando humanos durante la noche y subiendo la barra de miedo de cada zona para conquistarlas y así lograr que los lycans vuelvan a dominar las tierras del surpero ten cuidado  si un humano te ve no va a tardar en alertarse y correr y si un oficial te detecta este alertará a los demás y tocará la campana para llamar a un cazador que te llevará a sus mazmorras si es que te logra capturarcamina entre los humanosde día puedes usar tu forma humana para interactuar con los humanos y conocer la historia alrededor de la purga lycanconoce otras criaturasel universo de gallery of shadows está lleno de criaturas y monstruos y en lycans returns conocerás a algunas de ellas que pueden ayudarte en tu misión de recuperar quotlas tierras del surquot habla con ellas y descubre sus historiaspersonaliza a tu gustoa parte de tu misión principal también tendrás a tu disposición un territorio el cual puedes mejorar partiendo de un campamento a una mansión además de poder vestirte con cierta cantidad de trajes que podrás conseguir a lo largo del juego gallery of shadows lycans returns es un juego de cacería y sigilo donde debes cazar humanos para infundir miedo y recuperar los territorios perdidos de los hombres lobo o quotlycansquot,Acción,0.0,0,0
"Stop, Pawssport Check",stop pawssport check is a fun couch coop simulation game bring your friends and take your place at the border crossings to maintain order and security be on the lookout for false documents suspicious passengers or even smuggling you cant let anything slip through or can yoube ready for multitaskingtheres few things more stressful than being late to your flight or being trapped at the border so dont be surprised when more than one traveller is in a rush prepare yourself to the idea of multitasking and delegating because these travellers will want to go whatever it takesnext stop the worldwhile you advance through the game and gain enough points youll get promoted to faraway lands filled with new ambients and challenges from jungles with falling fruit to sand storms that leave you upside down you are going to want to explore every locationmeet new peoplewith every new location new passengers native to the area will travel through customs help them pass through security and as you clear the stage more than a few will join as agents and become unlockable characters to choose from stop pawssport check is a fun couch coop simulation game bring your friends and take your place at the border crossings to maintain order and security be on the lookout for false documents suspicious passengers or even smuggling you cant let anything slip through or can you,Acción,0.0,0,0
Selknam Defense,join in a quest to change one civilizations fate in this awardwinning towerdefenserts hybrid game inspired by true events travel back almost 200 years to defend the selknam people of south america against european colonization lead archers mages and other warriors to fight off waves of attack in the dense forests freezing tundra and lands you call home battle soldiers pirates and other newworld foes to unlock powerful upgrades and customize your defensive strategyselknam defense is more than an exceptional strategy game its a gateway to the past that puts a nations destiny into your control do you have the skills to alter history and save the selknam24 levels across 4 lands each requiring innovative and unique defense strategies to defeatstunning and vibrant artwork that brings the games narrative to life 4 heroic selknam defenders with powerful upgrades and abilities to tailor your defense7 enemy types from soldiers to pirates each with their own skillsbonus stage with an epic boss battle for successfully completing campaign modesurvival mode to test your defense strategies endurance15 achievementskeyboard and mouse or xbox 360 controls selknam defense is more than an exceptional strategy game its a gateway to the past that puts a nations destiny into your control do you have the skills to alter history and save the selknam,Acción,0.0,0,0
Arm Around!,es más difícil de lo que parece pero igual de extrañoprepárate para afrontar el surrealista desafío de controlar un brazo cercenado llamado derechín utilizando únicamente los botones y movimiento de tu ratón   arrástrate salta golpea y mueve el brazo para interactuar físicamente con todo lo que veas mientras atraviesas las alocadas y trascendentales desventuras de derechín ambientadas a lo largo del siglo xx controles no tan rarosaunque los controles predeterminados no son tan normales como a algunos les gustaría fueron diseñados de esta manera por una razón muy especial deberías poder controlar cada dedo usando el mismo dedo en la vida real y también poder extender y contraer el brazo haciendo lo mismo con el tuyo si eso suena demasiado también hay un modo de control simplificado y puedes reasignar los botones como más te gustetoma el menor tiempo posibleah y una cosa más te estaremos cronometrando así que si quieres  siempre puedes volver a cualquier capítulo e intentar ganarle al relojsupera el tiempo de tus amigos para presumir o incluso llega a lo más alto de la tabla de clasificación mundial para obtener un logro bien merecido y muy exclusivo tienes lo que se necesita para llegar a la cima sí esto es un llamado desesperado a la comunidad de speedrunnerslarga vida al brazo eres un brazo sí en serio solo un brazo y para serlo tienes que usar el ratón ah y todo es basado en físicas si suena difícil es porque lo es arrastra salta golpea y mueve el brazo para espera qué clase de misión podría tener un brazo cercenado,Acción,0.0,0,0
The Rangers In The South,the rangers in the south es un pixelart rpg roguelike de accion en un bello mundo 25d hd basado en los clásicos de snes lucha y diseña una estrategia única con cientos de alternativas para explorar los diferentes biomas y desafíos exploraexplora un mundo dibujado a mano lleno de detalles descubre secretos y puntos de interés en un juego que premia la exploración con mas de 5 biomas entornos generados de manera procedural mazmorras y aldeas construye tu personajesin clases predeterminadas con cientos de habilidades únicas rasgos de personaje y equipamiento generado proceduralmente deberás abrir tu camino entre hordas de enemigos para que cada personaje sea único ten cuidado la muerte es irreversiblela rejugabilidad es el caminola muerte será tu mejor maestro inicia nuevos personajes para descubrir nuevas posibilidades objetos y habilidades pero no todo esta perdido el progreso entre cada personaje se almacena en forma de exploración objetos y oro purga las tierras en este roguelike 25d hd pixelart arpg crea cientos de personajes con estrategias y habilidades únicas enfréntate a hordas de enemigos explora los diferentes biomas mazmorras generadas proceduralmente y obtén objetos únicos,Acción,124615.2,758,1
The Trolley Solution,los filósofos ya desperdician su tiempo y sus vidas pensando sobre el pensarpor qué no divertirse mientras lo hacenthe trolley solution es una recopilación de minijuegos basada en el famoso dilema del tranvía originalmente propuesto en 1967 por la filósofa británica philippa footpon a prueba tu capacidad de pensamiento y elige entre la deontología y el utilitarismo en iteraciones humorísticas del problema desbloquea una variedad de minijuegos donde podrás poner a prueba tus habilidades de juegodesafíate a ti mismo y aprende conocimientos filosóficos importantes y útiles mientras expandes tu mentecaracterísticas 20 variaciones del dilema del tranvía más la original 20 minijuegos inspirados en cada variacióndescargo de responsabilidad es posible que no aprendas nada útil o importante ni expandas tu mente al jugar este juego the trolley solution es una recopilación de minijuegos pointandclick basados en el famoso experimento mental propuesto originalmente por philippa foot,Acción,58776.0,465,1
Leap Galaxy,leap galaxy es un juego de plataformas 2d con una estética minimalista y una jugabilidad que se centra en la velocidad y fluidez aprovecha el momentum y perfecciona el impulso entregado por tus disparos para superar cada nivel en el menor tiempo posiblecaracterísticas principalesdomina mecánicas únicas y creativas que redefinen cómo te mueves por el espacio cada mundo introduce una nueva variación a tu movimientoexplora 8 mundos hechos a mano cada uno con distintos entornos obstáculos desafíos y secretosgana estrellas completando niveles rápidamente y úsalas para desbloquear nuevos personajes y paletas de colorescorre contra repeticiones fantasma de los mejores jugadores y aprende de ellossube en las tablas de clasificación compitiendo con amigos y jugadores de todo el mundonuevas formas de moversecada mundo introduce una mecánica de movimiento única que cambia por completo la forma en que navegas por sus niveles desde aros de velocidad y zonas de gravedad hasta rieles y líneas de teletransportación cada mecánica amplía tus posibilidades de movimiento permitiéndote atravesar los niveles a la velocidad de la luzcada segundo cuentaen leap galaxy la velocidad lo es todo si quieres conseguir todas las estrellas tendrás que volar por los niveles y romper todos los récords compite con jugadores de todo el mundo en el desafío final de cada planeta donde deberás completar todos los niveles del mundo de forma consecutiva y pelear por un lugar en las leaderboards onlinemodo carrera y repeticiónquieres mejorar aún más tus tiempos mira repeticiones de cualquier jugador en las tablas de clasificación y aprende sus estrategias desafía a sus fantasmas y lleva tus habilidades al límitesalta con estiloen leap galaxy encontrarás una gran variedad de personajes jugables cada uno con sus propias animaciones distintivas y encantadoras no te gustan los colores predeterminados no hay problema elige entre varias combinaciones de colores desbloqueables y encuentra la que mejor se adapte a tu estilo leap galaxy es un videojuego de plataformas 2d con estética minimalista y jugabilidad que enfatiza velocidad y fluidez aprovecha el momentum y perfecciona el impulso entregado por tus disparos para superar cada nivel en el menor tiempo posible,Acción,0.0,0,0
Night in Delirium,quotin the lonely wasteland that leads to a mining site someone dumps the body of a woman and a series of horrible clues with the cryptic message of her killer at night who is hiding to commit such atrocities and why nicolas the young owner of bar delirio has decided to discover the murderer to protect the life of the only family he has left his little niece but he wont be alone if he trust the right person he might find more than just the truth maybe he will end up discovering his true desires in the deliriumquotromance and thriller visual novel in english and spanishcrafting recipes for bar delirioexplore aguasvivas town with map eventscollect mysteries and solve the casechoose between 5 unique characters romantic routes multiple endings based on your choicesnight in delirium is being developed with renpy a demo is currently available which includes a tutorial and the first two chapters of the story a series of murders puts a town in chile on alert and the police are unable to identify the perpetrator and his strange messages meanwhile nicolas the young owner of bar delirio suspects that the culprit is hiding among his frequent customers,Indie,0.0,0,0
Tiles in Time,prepárate para un emocionante viaje a través del tiempo con tiles in time un desafiante juego de puzles donde cada segundo cuenta adéntrate en una experiencia única donde deberás pintar todas las casillas antes de llegar a la última superando obstáculos y diseñando la mejor ruta posible serás capaz de resolver los puzles más intrincados y alcanzar el mejor tiempodistintos mundos viaja por el tiempo y explora escenarios únicos con mecánicas y desafíos exclusivos cada mundo trae un nuevo giro para mantenerte al borde de tu ingeniodesafío constanterecolecta estrellas completando los niveles en el menor tiempo posible desbloquea nuevos mundos y niveles a medida que te conviertes en un maestro del tiempopuzles estratégicos trazar la mejor ruta no será sencillo cada movimiento cuenta y superar los obstáculos requerirá habilidad y pensamiento rápidorejugabilidad cada nivel invita a mejorar tus tiempos y perfeccionar tu estrategia podrás obtener todas las estrellas demuestra tu velocidad y habilidad mientras conquistas el tiempo en tiles in time adéntrate en este desafío en el cual deberás pintar todas las casillas antes de llegar a la última en el menor tiempo posible visita distintos mundos y enfréntate a diferentes puzles los cuales pondrán a prueba toda tu habilidad,Casual,0.0,0,0
Dungeon Shifters,explora las profundidades implacablesforja tu camino a través de un mundo fracturado por un cometa mágicodungeon shifters es un rpg de acción ambientado en el año 0 de una catástrofe mundial este juego te desafía a descubrir una magia oculta y sobrevivir a lo que se esconde bajo ellacaracterísticas principalesexploración profunda de mazmorrasdesciende a mazmorras repletas de caminos pasajes bloqueados habitaciones ocultas y artefactos antiguos descubre murales olvidados fragmentos de historia y acertijos mientras reconstruyes un pasado oscurocombate en tercera personaenfréntate a enemigos en un sistema de combate estratégico y pausado la gestión de la energía la presición y la lectura de patrones enemigos son clave para sobrevivirtres clases jugables con estilos únicoscada una con su propio ritmo de combate rol y preferencias de equipamientoguerrero del martillo resistente especializado en combate cuerpo a cuerpo y control de multitudesguerrero de espada larga duelista ágil ideal para enfrentamientos 1 a 1 y contraataquesmaga del agua hechicera de largo alcance que manipula magia elemental en tiempo realenemigos con comportamientos distintosportaescudos bloquean ataques frontales y te obligan a reposicionarteespadachines frenéticos se lanzan desde lejos y castigan los errores de distanciaarqueros lamentosos disparan flechas malditas que interrumpen a los hechicerosjefes únicos que pondrán a prueba todo lo que has aprendido cada encuentro exige que aprendas te adaptes y domines el combate narrativa ambiental en un mundo vivoel mundo de dungeon shifters es complejo y está lleno de secretos descubre su historia a través de escrituras olvidadas murales y señales visuales ocultas en cada nivel cuanto más profundo desciendas más clara se vuelve la verdad si sobrevives para verlaestás listo para descendercada camino que tomes cada enemigo que enfrentes y cada secreto que descubras formará parte de tu historia descubre lo olvidado cambia el destino de tu mundo dungeon shifters es un action rpg ambientado en un mundo fracturado por un cometa mágico explora antiguas mazmorras descubre secretos perdidos y enfréntate a enemigos letales en combates en tercera persona elige a tu aventurero y forja tu destino en las profundidades,Acción,0.0,0,0
El Pasante Elementalista,eres un mago principianteeres un mago principiante que busca graduarse en la academia de magia arcania y para ello debes embarcarte en una maravillosa aventura hacia la antigua cripta para devolver el pergamino dorado y graduarte como mago profesional pero ten cuidado en la cripta hay desafíos que deberás resolver con mucha creatividad y con tus poderes para lograrloextrae lanza y combina tus poderescomo mago principiante podrás extraer elementos del entorno para luego poder lanzarlos e interactuar con el entorno también podrás combinar estos elementos para crear nuevos poderesresuelve rompecabezas de distintas manerasla antigua cripta está llena de desafíos en todos los niveles que se pueden resolver de diferentes maneras serás capaz de resolver todos los misterios con tu creatividad solo vr escape room en el que eres un mago principiante que busca graduarse entra en una antigua cripta para devolver el pergamino dorado usando tus poderes y creatividad extrae elementos lanza hechizos interactúa con el entorno y combina hechizos para crear otros nuevos en esta aventura,Aventura,0.0,0,0
Bulbo's Belief System,bulbos belief system es un juego puzle plataformas donde el conocimiento es tanto una herramienta como un obstáculo bulbo cree en todo lo que le dicen aprender le permite ver moverse e interactuar pero olvidar es igual de importanteborra muros de la existencia ignora la gravedad para caminar por sobre zanjas y maneja creencias conflictivas para resolver reales rompecabezas experimenta con lo que bulbo cree o no cree para navegar un mundo donde la percepción forma la realidadpuedes controlar lo que bulbo aprende y olvida para alcanzar la metabulbo aprendiendo a caminarsólo escuchando a otros personajes bulbo aprende lo que le dicenbulbo ignorando el concepto de gravedadignorar ciertos conceptos puede ser una herramienta poderosa es por eso que la capacidad de olvidar de bulbo será tu habilidad más preciada durante el juego bulbos belief system es un juego rompecabezas donde saber es una herramienta y un obstáculo bulbo cree en lo que le dicen del mundo y de sí pero también puede olvidar borra muros de la existencia ignora la gravedad y maneja creencias para resolver los más tiernos y delirantes desafíos,Acción,0.0,0,0
Selve,tu tribu ha sido maldecida la única fuente de agua ha sido convertida en sangre para resolver este dilema debes reunir las cartas mulong que contienen el conocimiento perdido de tu tribu las cartas mulong están protegidas por los espíritus ancestrales entidades colosales que exigen melodías a sus visitantes si tus canciones les convencen te recompensarán con su carta protegida algunas cartas tendrán secretos otras poderes que podrás invocar únete a esta aventura salva a tu tribu y protege la isla selve con tus melodíascaracterísticasmás que un juego de ritmo eres básicamente un instrumento  de 8 notas que puedes personalizar y que podrás utilizar para realizar uno de los dos rituales mulongselve es un juego musical de aventuras en primera persona  en el que tomarás el rol de un joven de la tribu mulong de la isla selve la gente de esta tribu posee poderes musicales asombrosos gracias a su conexión con los espíritus deberás obtener sus conocimientos y así usar tus poderes para toca melodías a los espíritus ancestraleslos guardianes de las cartas mulong te piden una buena melodía para convencerlos de ayudarte son muy diferentes así que debes adaptar tus canciones a su estilo aprender lo que quieren y tocarloinvocación de criaturas de barro toca libremente una melodía que a un trozo de barro mul el barro cobrará vida y sus efectos dependerán de las características de la melodía que tocastemelodías sagradaslos mulong han creado melodías especiales que no necesitan del barro mul sin embargo estas melodías deben ser tocadas correctamente para que funcionenpersonaliza tu sonidoen este juego tu voz es un sintetizador altamente personalizable si modificas las proporciones de tu cuerpo tu sonido será diferente explora y descubre espíritus colosales interpreta música para influir en ellos y desbloquear nuevos caminos reúne las cartas mulong para descubrir quién y por qué te han puesto en este viaje,Aventura,0.0,0,0
Oriontis,quotpartid con mis navíos y explorad los confines más lejanos ensanchad las fronteras del reino y traed de vuelta su riquezaquotlos edificios de logística se alinean en el horizonte con imponentes muelles portuarios las mercancías cruzan los cielos se almacenan se intercambian y se distribuyen en los puertos de tu ciudad comercia con otras urbes puestos de avanzada e incluso con enclaves de contrabando efímeros donde podrás encontrar bienes casi imposibles de hallar en el comercio establecido del reinomás de cien edificios repartidos en once ministerios dan forma a una ciudad que evoluciona y demanda constantemente nuevos bienes y servicios entretenimiento poder militar gobierno religión sanidad rutas vivienda agricultura logística y comercio industria y materias primas así como ornamentación cada sector es clave para sostener y engrandecer tu reinola amenaza constante del reino piratas célebres surcan los cielos en busca de asaltar barcos cargados de mercancías mantenlos a raya y protege tus rutas comerciales construir una ciudad en la intemperie del cosmos no es tarea fácil deberás hacer frente a desastres naturales como las lluvias de meteorosel rey y la corte de oriontis exigen perpetuar su legado mediante majestuosas obras que te son encomendadas llévalas a cabo levantando líneas de producción organizando trabajo especializado y sosteniendo todo un complejo proceso hasta culminar semejante construcción la economía de tu ciudad y el espíritu de su gente se pondrán a pruebamuchos edificios pueden ser visitados y disfrutados por la población de tu ciudad como los altares religiosos los jardines o las plazas del mercado donde se celebran espectáculos podrás contemplar cómo tu pueblo cobra vida y goza de un diseño urbano bien planificadoconstruye inmensos y poderosos navíos de batalla recolecta la madera y forja el bronce para tus naves levanta líneas de producción que alimenten tus astilleros compra y vende barcos en el reino y aumenta sus capacidades con mejoras especialesel cosmos sigue siendo un territorio no explorado te tocará dibujar los nuevos mapas mientras descubres puertos desconocidos rutas comerciales inéditas y tesoros ocultos en tus viajes también podrás rescatar a tripulaciones náufragas y hallar enclaves olvidados mercancías exóticas y misterios que pondrán a prueba tu ingeniotus decisiones alteran el rumbo de la historia a quién elijas como aliado si al culto espiritual de serenity o a la orden sagrada de sanctum si decides acatar la ley del reino al pie de la letra o arriesgarte a negociar en secreto con los piratas cada elección repercute en cómo se desarrollarán los acontecimientos y marcará tu destino oriontis the lost kingdom es un citybuilder donde cada decisión moldea el destino del reino diseña tu ciudad y construye más de cien tipos de edificios impulsa un comercio vibrante que surca los cielos protege tus rutas de los piratas y resiste desastres como lluvias de meteoros,Indie,0.0,0,0
Isekai Guild,build your guild shape your destiny in another worldisekai guild is an animestyle guild management rpg where you lead a group of adventurers in the fantasy world of vastena reincarnated as hikaru sato a former executive with sharp negotiation skills youll rebuild a fallen guild from scratch  recruit heroes assign quests manage resources and uncover the forgotten legend of the scarlet eyescore gameplaymanage and expand your guild build new rooms decorate facilities and upgrade your headquarters to attract powerful adventurersstrategic missions assign teams to quests with turnbased outcomes based on their rank stats and synergydynamic relationships interact with members through a visual novel system unlocking storylines loyalty events and moral choices that affect the guilds reputationreputation amp economy system trade with merchants balance finances and decide whether your guild becomes heroic or infamousliving world follow local and world news that influence available quests politics and story branchesfeaturesdeep management simulation with rpg progressionbeautiful animeinspired 2d characters set in 3d environmentsnarrative choices that shape your path and relationshipsoriginal soundtrack and worldbuilding by the time hunters team reincarnated in another world youll rebuild a forgotten guild recruit adventurers and uncover ancient secrets every choice shapes your destiny in this animestyle strategy rpg,Aventura,0.0,0,0
Hybrid Blood,un refrescante juego de rol y acción con una ambientación de fantasía retro y una jugabilidad altamente basada en físicas únicas en hybrid blood podrás revivir aquellos clásicos juegos 3d de consola pero con mecánicas de combate y estilo de juego modernosdespierta híbrido recupera tu dominioderrota a enemigos cargados de mecánicas diversas en hybrid blood cada enfrentamiento puede introducir nuevas mecánicas los enemigos no son simples atacantes sin cerebro están equipados con habilidades que podría tener un jugador pueden esquivar interactuar con el entorno coordinarse con otros y obligarte a afrontar cada combate con cautela y estrategiaexpande tu dominio como híbrido al derrotar enemigos expandes tu dominio vampírico lo que te permite alcanzar niveles de estadísticas más altos y desbloquear nuevas habilidades esta progresión funciona de forma similar a los sistemas clásicos de subida de nivel con algunas adiciones que descubrirás en el juegoun mundo lleno de interacciones atractivas y dinámicas el mundo de hybrid blood está lleno de objetos dinámicos la mayoría pueden ser destruidos o interactuar con ellos de diferentes formas incluso pueden interactuar entre sí generando posibilidades de juego emergentes entra en el rol de un híbrido vampirohumano prisionero hace más tiempo del que puede recordar explora un rpg de mundo abierto pequeño y expande tu dominio vampírico derrota al señor vampiro local para reclamar su territorio y comienza tu misión dominar o liberar estas tierras,Acción,0.0,0,0
"Scalpel, Please!",tu rol es ser el asistente quirúrgico de un inusual cirujano un hombre vendado y temeroso de las criaturas mitológicas que debe operar durante cada cirugía deberás responder rápidamente a sus demandas entregando herramientas manteniendo los signos vitales del críptido estables e incluso cumpliendo absurdas peticiones que van más allá de la medicina tu acción o falta de ella puede definir el rumbo de la cirugíala sala de operaciones es tan ridícula como el mismo cirujano una mezcla clandestina entre un quirófano y una sala de estar interactúa con múltiples objetos del entorno desde bisturís hasta tocadiscos cambia la música revisa estanterías desinfecta herramientas o incluso refréscate con una soda de naranja o ingiere medicamentos en esta curiosa sala operatoriael cirujano pese a estar vendado parece ser omnisciente y será sensible a tus acciones comportamientos y errores recordará si le entregaste la herramienta correcta o una taza de té en su lugar se enojará si no pones la música que solicitó y alegrará cuando cumples sus extrañas peticiones el cirujano lo sabe todo incluso cuántas veces has abierto scalpel please la narrativa varía según tu desempeño y amistad con él viviendo momentos únicos nuevas líneas de diálogo y múltiples finales serás un asistente ejemplar o el peor error de su carrera en scalpel please todo puede cambiar con una sola acción scalpel please es un ridículo simulador médico donde deberás asistir a un cirujano con los ojos vendados entrégale herramientas conversa con él y bríndale todo el apoyo posible pero ten cuidado recordará cada una de tus acciones y reaccionará en consecuencia podrás conservar tu empleo,Casual,0.0,0,0
